"agency","fiscal_year","n","n_matched","mean_salary","male_mean","female_mean","male_n","female_n","real_male_mean","real_female_mean","gap","gap_dollars","female_share","suppressed"
"DEPARTMENT OF CITY PLANNING",2014,208,208,72025.7596153846,74594.8241467661,69492.5610967186,103.268939040221,104.731060959779,98110.3485905409,91399.6308944191,0.0683996927187432,5102.26305004749,0.503514716152785,FALSE
"DEPARTMENT OF CITY PLANNING",2015,226,226,76045.389380531,78721.885240599,73102.5341911707,118.356242018923,107.643757981077,103039.422615879,95684.2292558701,0.0713823231272184,5619.35104942824,0.476299814075562,FALSE
"DEPARTMENT OF CITY PLANNING",2016,236,236,78468.3728813559,81169.0250151954,75338.6177784402,126.684496347324,109.315503652676,105632.606353423,98044.9691678706,0.0718304456122728,5830.4072367552,0.46320128666388,FALSE
"DEPARTMENT OF CITY PLANNING",2017,260,260,80477.5615384615,82558.5600133848,78088.6196123764,138.955969220979,121.044030779021,105578.745773839,99862.431182769,0.0541426643134725,4469.94040100837,0.465553964534696,FALSE
"DEPARTMENT OF CITY PLANNING",2018,265,265,81436.3207547169,81167.9178270572,81762.5408334624,145.383410894464,119.616589105536,101987.599121564,102734.743737679,-0.00732583787195561,-594.623006405236,0.45138335511523,FALSE
"DEPARTMENT OF CITY PLANNING",2019,269,269,86159.3940520447,85557.6644285413,86900.65537028,148.474042830969,120.525957169031,105630.737974407,107288.814141123,-0.0156969098059044,-1342.99094173865,0.448051885386733,FALSE
"DEPARTMENT OF CITY PLANNING",2020,265,265,87645.5962264151,86149.2832434786,89533.6180199929,147.835781131988,117.164218868012,104513.276700211,108619.032472366,-0.0392845378289376,-3384.3347765143,0.44212912780382,FALSE
"DEPARTMENT OF CITY PLANNING",2021,245,245,88897.9673469388,87065.8873397512,91239.5345456071,137.453870770106,107.546129229894,103489.286359465,108450.216340742,-0.0479366527279433,-4173.64720585589,0.438963792775076,FALSE
"DEPARTMENT OF CITY PLANNING",2022,235,235,90169.6255319149,90667.299035214,89430.504118397,140.438426625908,94.5615733740921,102591.700356753,101192.244380243,0.0136410252646501,1236.79491681694,0.402389673932307,FALSE
"DEPARTMENT OF CITY PLANNING",2023,260,260,95870.4807692308,97857.4605743901,93392.5521555771,144.294435432393,115.705564567607,105164.985428139,100366.659106913,0.0456266532219983,4464.90841881307,0.445021402183105,FALSE
"DEPARTMENT OF CITY PLANNING",2024,263,263,100720.608365019,102468.002199562,98500.1216431003,147.178827475929,115.821172524071,106468.412145372,102345.623241903,0.0387231181567713,3967.88055646195,0.440384686403312,FALSE
"DEPARTMENT OF CITY PLANNING",2025,272,272,104963.297794118,107392.000570358,102112.539190742,146.872244034585,125.127755965415,107392.000570358,102112.539190742,0.0491606576986803,5279.46137961585,0.46002851457873,FALSE
"DEPARTMENT OF CORRECTION",2014,8937,8937,68809.25030771,68488.643314917,69205.9467560386,4942.50543838408,3994.49456161591,90079.2346785243,91022.663280421,-0.0104733194644164,-717.303441121592,0.446961459283419,FALSE
"DEPARTMENT OF CORRECTION",2015,8759,8759,69103.6559881265,68408.0501894092,69950.8093913583,4809.70500745255,3949.29499254747,89539.5984515819,91558.9227718549,-0.0225523048482953,-1542.75920194904,0.450884232509129,FALSE
"DEPARTMENT OF CORRECTION",2016,9193,9193,70307.3661481562,69400.0467023578,71418.268808679,5060.16068608197,4132.83931391805,90316.5685783075,92943.0638608493,-0.0290809906076428,-2018.22210632123,0.449563723911459,FALSE
"DEPARTMENT OF CORRECTION",2017,10749,10749,67526.2237417434,65638.8968234553,70020.4515389785,6118.93638974638,4630.06361025363,83941.2945123472,89544.5784277832,-0.0667524124804835,-4381.55471552319,0.430743660829252,FALSE
"DEPARTMENT OF CORRECTION",2018,10583,10583,69597.951526033,67706.7598820787,72077.5493102688,6003.85440243974,4579.14559756026,85073.6358592609,90565.5387191666,-0.0645546978736307,-4370.78942819005,0.432688802566405,FALSE
"DEPARTMENT OF CORRECTION",2019,10089,10089,71397.3458221817,69905.5535985307,73298.8456843189,5653.57523728735,4435.42476271268,86306.414094434,90495.8219000166,-0.0485410945355776,-3393.29208578817,0.439629771306637,FALSE
"DEPARTMENT OF CORRECTION",2020,9175,9175,74237.5195640328,73066.7485040419,75701.4248976492,5097.90556006208,4077.09443993794,88642.006253323,91838.3028744141,-0.036058486897929,-2634.67639360727,0.444369966205769,FALSE
"DEPARTMENT OF CORRECTION",2021,8272,8272,82561.4880319151,81959.9815683053,83302.6354725077,4566.15931283184,3705.84068716816,97420.2441587741,99016.1653469587,-0.0163818229154122,-1342.65390420242,0.44799814883561,FALSE
"DEPARTMENT OF CORRECTION",2022,6949,6949,87822.6956396604,87600.9244582132,88083.8936506401,3758.13821411097,3190.86178588903,99122.0416690814,99668.5301075627,-0.00551328876280617,-482.969192426899,0.459182873203199,FALSE
"DEPARTMENT OF CORRECTION",2023,6372,6372,89630.514438167,89536.3492044327,89741.4490704068,3446.4940933769,2925.50590662311,96222.4934522483,96442.9091905053,-0.00229068828242908,-205.099865974073,0.45911894328674,FALSE
"DEPARTMENT OF CORRECTION",2024,6009,6009,98578.4153769345,98289.273226031,98911.9423103042,3218.66524810177,2790.33475189822,102126.54318094,102773.52162564,-0.00633506652187059,-622.66908427322,0.464359253103382,FALSE
"DEPARTMENT OF CORRECTION",2025,5903,5903,100231.899606979,99622.8586012963,100938.378735596,3170.11210052057,2732.88789947942,99622.8586012963,100938.378735596,-0.0132050028755388,-1315.52013429951,0.462965932488468,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2014,8877,8877,59647.8492734032,65162.877959538,57281.151317485,2665.55524047159,6211.44475952834,85705.0438136907,75338.6550301239,0.120954244024444,7881.72664205304,0.699723415515195,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2015,9142,9142,62581.65237366,68122.3627094879,60228.0293675609,2725.60336507254,6416.39663492742,89165.6608497365,78832.7331384227,0.115884608635683,7894.33334192708,0.701859181243431,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2016,9648,9648,64677.2549751245,70026.3314356459,62385.4355812023,2893.8325994461,6754.16740055387,91131.6096445794,81187.8195863792,0.109114610144408,7640.8958544436,0.700058810173496,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2017,9902,9902,67409.6941022016,72564.113205218,65183.0919640565,2987.0953695351,6914.90463046486,92797.5010605286,83358.3954723803,0.101717238937204,7381.0212411615,0.698334137594919,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2018,10152,10152,69171.5948581562,74010.2292125812,67114.9770388242,3027.99427428103,7124.0057257189,92993.9536444748,84330.0599120079,0.0931662048221968,6895.25217375708,0.701734212541267,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2019,10424,10424,71811.650613967,77156.6739837364,69557.9969953096,3091.60204555096,7332.39795444892,95258.7528772468,85877.3156526826,0.0984837292238456,7598.67698842683,0.703414999467479,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2020,10824,10824,73807.4729305259,78836.7554421732,71676.0126172904,3221.86217193679,7602.1378280631,95641.9754809557,86954.8144500175,0.0908300041613868,7160.74282488282,0.702340893206132,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2021,10454,10454,75072.1626678786,79662.7731330792,73151.2167290641,3083.98908008959,7370.01091991033,94689.7090566299,86949.8657502459,0.0817390124385619,6511.55640401509,0.704994348566136,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2022,10123,10123,75386.473871382,79996.233593899,73428.4551259882,3017.91905078288,7105.08094921703,90517.1954372063,83085.6344691475,0.0821010961747547,6567.77846791084,0.701875032027768,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2023,10161,10161,78038.459206771,83627.9001742422,75680.4430441888,3014.77590075883,7146.22409924113,89872.8298444286,81331.8948113003,0.0950335607314614,7947.45713005344,0.703299291333644,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2024,10323,10323,83129.5950789509,89254.988013481,80559.3793049422,3051.23405668376,7271.76594331615,92739.5542595064,83704.4639682717,0.0974243445892949,8695.60870853876,0.704423708545598,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2025,10748,10748,85775.3329921844,91742.7648473125,83304.4247880624,3147.22104009081,7600.77895990911,91742.7648473125,83304.4247880624,0.0919782619729633,8438.34005925007,0.707180774089055,FALSE
"DEPARTMENT OF FINANCE",2014,1602,1602,66599.2353308364,72767.4944178849,60871.6290060117,771.328946207736,830.671053792264,95706.9652627962,80061.0070385534,0.163477738336822,11895.8654118732,0.518521257048854,FALSE
"DEPARTMENT OF FINANCE",2015,1653,1653,69080.8711433757,75011.0664993256,63670.4654775064,788.617865003358,864.382134996642,98182.31560727,83338.5529377928,0.151185705670791,11340.6010218192,0.522917202054835,FALSE
"DEPARTMENT OF FINANCE",2016,1659,1659,71389.933694997,77118.8198344067,66068.3365534069,798.92701824885,860.07298175115,100361.707393718,85980.7123008435,0.143291654420126,11050.4832809998,0.518428560428662,FALSE
"DEPARTMENT OF FINANCE",2017,1699,1699,73507.4226015303,78940.2565004094,68502.8339768507,814.64519177399,884.35480822601,100951.5339297,87603.7965300859,0.132219262848538,10437.4225235586,0.520514895954096,FALSE
"DEPARTMENT OF FINANCE",2018,1650,1650,74977.3212121212,80619.0775000839,69911.4396242927,780.630118134199,869.3698818658,101297.980504411,87843.8189532689,0.132817668073417,10707.6378757912,0.526890837494424,FALSE
"DEPARTMENT OF FINANCE",2019,1705,1705,76245.1577712609,81944.8050112106,71127.6021144528,806.625564680238,898.374435319762,101170.249145038,87815.1729816657,0.132005962980544,10817.2028967578,0.526905827167016,FALSE
"DEPARTMENT OF FINANCE",2020,1726,1726,78610.8111239862,84233.6964995275,73541.9537805682,818.280798996914,907.719201003086,102189.354319475,89218.5085605393,0.1269295206464,10691.7427189593,0.52590915469472,FALSE
"DEPARTMENT OF FINANCE",2021,1644,1644,79681.0821167883,85507.5965946773,74379.6366366887,783.21421016859,860.78578983141,101637.052355131,88410.0047722463,0.130140015637877,11127.9599579886,0.523592329581149,FALSE
"DEPARTMENT OF FINANCE",2022,1443,1443,82394.9501039501,87967.8880183762,77127.5204135955,701.166355265446,741.833644734553,99537.2676216213,87271.1942202863,0.123230963582031,10840.3676047807,0.514091229892275,FALSE
"DEPARTMENT OF FINANCE",2023,1399,1399,87745.6325947105,93723.5140194319,82186.6409726998,674.102007336892,724.897992663108,100722.335612161,88323.9443323915,0.123094755541711,11536.8730467321,0.518154390752758,FALSE
"DEPARTMENT OF FINANCE",2024,1388,1388,92932.2074927954,99597.9654663514,86785.5675033898,665.881307305479,722.118692694521,103486.32752164,90173.7261474628,0.128641161523427,12812.3979629616,0.520258424131499,FALSE
"DEPARTMENT OF FINANCE",2025,1430,1430,94324.5279720279,99303.03694886,89382.9931691334,712.335038538908,717.664961461092,99303.03694886,89382.9931691334,0.099896680751419,9920.04377972663,0.501863609413351,FALSE
"DEPARTMENT OF INVESTIGATION",2014,194,194,75536.5463917526,81149.0200892924,71150.0501506576,85.1067935992429,108.893206400757,106730.711410712,93579.6323989069,0.123217383618835,9998.9699386349,0.561305187632769,FALSE
"DEPARTMENT OF INVESTIGATION",2015,237,237,75974.6371308017,80757.0939304887,72101.2768535894,106.05427281374,130.94572718626,105703.316241751,94373.6791129336,0.107183365022393,8655.81707689926,0.552513616819661,FALSE
"DEPARTMENT OF INVESTIGATION",2016,288,288,77683.0972222222,80936.7641880158,74714.0337353825,137.414000287925,150.585999712075,105330.344295647,97232.1413638828,0.076883855131371,6222.73045263335,0.522868054555815,FALSE
"DEPARTMENT OF INVESTIGATION",2017,323,323,78421.4705882353,81694.6556786207,75399.5892048577,155.052800617609,167.947199382391,104473.954991173,96423.6059691568,0.0770560377722532,6295.06647376301,0.519960369604926,FALSE
"DEPARTMENT OF INVESTIGATION",2018,339,339,78132.7168141592,81469.7033256483,75122.9209285574,160.761901288237,178.238098711763,102366.793010911,94392.0522986325,0.077903590390181,6346.78239709086,0.52577610239458,FALSE
"DEPARTMENT OF INVESTIGATION",2019,331,331,81993,86103.4134876861,78115.6558353646,160.670988574785,170.329011425215,106304.527707348,96442.7258312556,0.0927693494226435,7987.75765232151,0.514589158384336,FALSE
"DEPARTMENT OF INVESTIGATION",2020,334,334,82228.128742515,85160.7355393381,79701.4483449559,154.582681353192,179.417318646808,103314.005437068,96690.9904606139,0.0641056839141604,5459.28719438221,0.537177600738947,FALSE
"DEPARTMENT OF INVESTIGATION",2021,304,304,83524.0482894737,87255.5727623721,80328.8497639941,140.230864143586,163.769135856414,103714.752493443,95481.4289517606,0.0793843049686002,6926.72299837803,0.538714262685573,FALSE
"DEPARTMENT OF INVESTIGATION",2022,259,259,85743.7567567568,89317.1161834356,82883.2141836848,115.152597359164,143.847402640836,101063.943866481,93783.8665606955,0.0720343678196806,6433.90199975074,0.555395376991644,FALSE
"DEPARTMENT OF INVESTIGATION",2023,243,243,87946.0699588477,90873.4731327727,85729.499209682,104.710229892387,138.289770107613,97659.467369353,92131.3661955716,0.056605891089636,5143.9739230907,0.569093704146554,FALSE
"DEPARTMENT OF INVESTIGATION",2024,242,242,101768.454545455,104030.300854687,100082.48379357,103.349500658109,138.650499341891,108091.703841683,103989.761723996,0.0379487229074918,3947.81706111754,0.572935947693766,FALSE
"DEPARTMENT OF INVESTIGATION",2025,230,230,108559.865217391,110344.281369831,107325.620033824,94.0404903439558,135.959509656044,110344.281369831,107325.620033824,0.0273567537758459,3018.66133600714,0.591128302852366,FALSE
"DEPARTMENT OF PROBATION",2014,862,862,56987.5788863109,61335.6025622878,55102.9635845036,260.650166959526,601.349833040474,80671.2451866247,72473.808035405,0.101615354173048,6232.6389777842,0.697621616056234,FALSE
"DEPARTMENT OF PROBATION",2015,848,848,60488.2181603774,64639.5356585503,58707.6429573164,254.544012888439,593.455987111561,84606.9731696487,76842.6926638349,0.0917688012576143,5931.89270123398,0.699830173480614,FALSE
"DEPARTMENT OF PROBATION",2016,826,826,62315.0774818402,65852.3470200894,60787.0583290551,249.175100806095,576.824899193905,85699.6255519868,79107.7064514889,0.0769188786770049,5065.28869103428,0.698335229048311,FALSE
"DEPARTMENT OF PROBATION",2017,861,861,61822.6864111498,65005.6512692565,60396.3324556548,266.43649644221,594.56350355779,83131.4781666129,77236.9216344625,0.0709064323424689,4609.31881360166,0.690549946060151,FALSE
"DEPARTMENT OF PROBATION",2018,908,908,60708.0165198238,61824.5517387721,60189.3968056448,287.989040631077,620.010959368922,77682.6333285888,75628.058931636,0.0264483103741104,1635.15493312729,0.682831453049474,FALSE
"DEPARTMENT OF PROBATION",2019,997,997,63047.4714142426,63980.4381887055,62610.5922768472,317.968974621647,679.031025378355,78991.1803570037,77299.9486532483,0.0214103865281133,1369.84591185825,0.681074248122722,FALSE
"DEPARTMENT OF PROBATION",2020,968,968,63485.5805785123,64502.4871334854,63005.1750778993,310.578227737163,657.421772262838,78252.1459474132,76435.6596891382,0.0232132452890915,1497.31205558607,0.679154723412022,FALSE
"DEPARTMENT OF PROBATION",2021,914,914,64665.8840262582,65468.0604402267,64309.5161083314,281.146148678091,632.853851321908,77817.4215104342,76440.3388229772,0.0176963289290224,1158.54433189537,0.692400274969265,FALSE
"DEPARTMENT OF PROBATION",2022,816,816,64700.0833333333,65198.4461352015,64459.8578249355,265.403624899018,550.596375100982,73773.2293870434,72937.5032606438,0.0113283115480139,738.588310265965,0.674750459682576,FALSE
"DEPARTMENT OF PROBATION",2023,854,854,64212.6721311475,64657.554224352,64011.8438747569,265.610317482344,588.389682517656,69485.8696302874,68791.9407350618,0.00998661884664768,645.710349595058,0.688980892877817,FALSE
"DEPARTMENT OF PROBATION",2024,747,747,67014.4591700135,67016.7820381363,67013.4266392588,229.868490095243,517.131509904757,69633.1558879887,69629.6694924024,5.0068039309696e-05,3.35539887749474,0.692277791037158,FALSE
"DEPARTMENT OF PROBATION",2025,728,728,79352.282967033,80265.7813936244,78907.3860846279,238.43201477935,489.56798522065,80265.7813936244,78907.3860846279,0.0169237162513235,1358.39530899646,0.672483496182212,FALSE
"DEPARTMENT OF SANITATION",2014,8022,8022,66346.3793318371,67402.2624425735,56462.5323745126,7247.73095847641,774.269041523635,88650.3794287538,74261.9718851944,0.162305086975107,10939.7300680609,0.0965182051263563,FALSE
"DEPARTMENT OF SANITATION",2015,8285,8285,67889.0121907061,68909.1163670196,58685.184435257,7458.35491304474,826.645086955253,90195.4461802723,76813.2966053101,0.148368350528666,10223.9319317626,0.099776111883555,FALSE
"DEPARTMENT OF SANITATION",2016,8452,8452,68285.7456223379,69241.331182071,59958.5384721438,7581.93757339607,870.062426603981,90110.0176917659,78029.4784958766,0.134064330529955,9282.79270992728,0.102941602769046,FALSE
"DEPARTMENT OF SANITATION",2017,8550,8550,70611.0709941521,71599.0625563981,62219.2214264205,7649.41674489468,900.583255105313,91563.3608684744,79568.0951819099,0.131005082958861,9379.84112997758,0.105331374866119,FALSE
"DEPARTMENT OF SANITATION",2018,8513,8513,73116.7046869492,74159.3102274383,64066.9354208206,7633.55377091572,879.44622908434,93181.2741423619,80500.1914742685,0.136090462217968,10092.3748066178,0.10330626442903,FALSE
"DEPARTMENT OF SANITATION",2019,8794,8794,73341.6480554917,74223.0212813527,65812.6478467769,7872.42425684063,921.575743159434,91636.8225454266,81253.2530725064,0.113312194645043,8410.37343457578,0.104795968064524,FALSE
"DEPARTMENT OF SANITATION",2020,8614,8614,74442.0231901555,75291.9691228564,67336.7422421327,7693.66996113909,920.330038860938,91341.5655473418,81690.5644374638,0.105658371980455,7955.22688072371,0.106841193273849,FALSE
"DEPARTMENT OF SANITATION",2021,8079,8079,81082.2345290259,82292.9385022822,71021.6508876748,7211.19520835747,867.804791642565,97816.0073737195,84418.5959738194,0.136965428865988,11271.2876146074,0.107414877044506,FALSE
"DEPARTMENT OF SANITATION",2022,8386,8386,79479.6986358216,80293.6633600587,72557.0056241829,7503.7187345638,882.281265436251,90853.742635279,82099.5734844645,0.096354524281481,7736.65773587584,0.105208832033895,FALSE
"DEPARTMENT OF SANITATION",2023,8712,8712,78866.1454315887,79318.2411819792,74830.449590624,7834.36161211305,877.638387887045,85241.3462307982,80418.4279316825,0.0565795651098584,4487.79159135524,0.100739025239559,FALSE
"DEPARTMENT OF SANITATION",2024,8666,8666,84205.9201477035,84483.8149023967,81697.8542871702,7801.58148273317,864.418517266895,87782.1117964585,84887.3856708825,0.0329762643702245,2785.96061522655,0.0997482710901094,FALSE
