"agency","fiscal_year","active","ceased","n","separation_rate","suppressed"
"ADMIN FOR CHILDREN'S SVCS",2014,5888,517,6405,0.0807181889149102,FALSE
"ADMIN FOR CHILDREN'S SVCS",2015,5931,1603,7534,0.212768781523759,FALSE
"ADMIN FOR CHILDREN'S SVCS",2016,5861,736,6597,0.111565863271184,FALSE
"ADMIN FOR CHILDREN'S SVCS",2017,6244,851,7095,0.119943622269204,FALSE
"ADMIN FOR CHILDREN'S SVCS",2018,6560,786,7346,0.106997005172883,FALSE
"ADMIN FOR CHILDREN'S SVCS",2019,7049,1188,8237,0.144227267208935,FALSE
"ADMIN FOR CHILDREN'S SVCS",2020,7042,1269,8311,0.152689207074961,FALSE
"ADMIN FOR CHILDREN'S SVCS",2021,6785,818,7603,0.107589109562015,FALSE
"ADMIN FOR CHILDREN'S SVCS",2022,6235,1825,8060,0.226426799007444,FALSE
"ADMIN FOR CHILDREN'S SVCS",2023,6139,2335,8474,0.275548737314137,FALSE
"ADMIN FOR CHILDREN'S SVCS",2024,6440,1581,8021,0.197107592569505,FALSE
"ADMIN FOR CHILDREN'S SVCS",2025,6446,1508,7954,0.189590143324114,FALSE
"ADMIN TRIALS AND HEARINGS",2014,565,64,629,0.101748807631161,FALSE
"ADMIN TRIALS AND HEARINGS",2015,584,135,719,0.187760778859527,FALSE
"ADMIN TRIALS AND HEARINGS",2016,595,109,704,0.154829545454545,FALSE
"ADMIN TRIALS AND HEARINGS",2017,607,69,676,0.10207100591716,FALSE
"ADMIN TRIALS AND HEARINGS",2018,639,67,706,0.0949008498583569,FALSE
"ADMIN TRIALS AND HEARINGS",2019,685,74,759,0.0974967061923584,FALSE
"ADMIN TRIALS AND HEARINGS",2020,663,63,726,0.0867768595041322,FALSE
"ADMIN TRIALS AND HEARINGS",2021,519,44,563,0.0781527531083481,FALSE
"ADMIN TRIALS AND HEARINGS",2022,568,87,655,0.132824427480916,FALSE
"ADMIN TRIALS AND HEARINGS",2023,583,133,716,0.185754189944134,FALSE
"ADMIN TRIALS AND HEARINGS",2024,634,97,731,0.132694938440492,FALSE
"ADMIN TRIALS AND HEARINGS",2025,672,77,749,0.102803738317757,FALSE
"BOARD OF CORRECTION",2015,16,4,20,,TRUE
"BOARD OF CORRECTION",2016,17,5,22,,TRUE
"BOARD OF CORRECTION",2017,21,1,22,,TRUE
"BOARD OF CORRECTION",2018,28,6,34,0.176470588235294,FALSE
"BOARD OF CORRECTION",2019,29,8,37,0.216216216216216,FALSE
"BOARD OF CORRECTION",2020,27,7,34,0.205882352941176,FALSE
"BOARD OF CORRECTION",2021,23,5,28,,TRUE
"BOARD OF CORRECTION",2022,23,9,32,0.28125,FALSE
"BOARD OF CORRECTION",2023,28,4,32,0.125,FALSE
"BOARD OF CORRECTION",2024,24,10,34,0.294117647058824,FALSE
"BOARD OF CORRECTION",2025,27,4,31,0.129032258064516,FALSE
"BOARD OF CORRECTIONS",2014,16,1,17,,TRUE
"BOARD OF ELECTION",2014,655,332,987,0.336372847011145,FALSE
"BOARD OF ELECTION",2015,677,807,1484,0.543800539083558,FALSE
"BOARD OF ELECTION",2016,779,219,998,0.219438877755511,FALSE
"BOARD OF ELECTION",2017,730,197,927,0.212513484358145,FALSE
"BOARD OF ELECTION",2018,745,147,892,0.164798206278027,FALSE
"BOARD OF ELECTION",2019,815,249,1064,0.234022556390977,FALSE
"BOARD OF ELECTION",2020,904,75,979,0.076608784473953,FALSE
"BOARD OF ELECTION",2021,921,107,1028,0.10408560311284,FALSE
"BOARD OF ELECTION",2022,874,139,1013,0.137216189536032,FALSE
"BOARD OF ELECTION",2023,895,135,1030,0.131067961165049,FALSE
"BOARD OF ELECTION",2024,916,307,1223,0.25102207686018,FALSE
"BOARD OF ELECTION",2025,930,85,1015,0.083743842364532,FALSE
"BOARD OF ELECTION POLL WORKERS",2014,33215,26,33241,0.000782166601486116,FALSE
"BOARD OF ELECTION POLL WORKERS",2015,32750,40,32790,0.00121988411100945,FALSE
"BOARD OF ELECTION POLL WORKERS",2016,29294,32,29326,0.00109118188638069,FALSE
"BOARD OF ELECTION POLL WORKERS",2017,38896,47,38943,0.00120689212438692,FALSE
"BOARD OF ELECTION POLL WORKERS",2018,32843,62,32905,0.00188421212581675,FALSE
"BOARD OF ELECTION POLL WORKERS",2019,36958,46,37004,0.00124310885309696,FALSE
"BOARD OF ELECTION POLL WORKERS",2020,30968,58,31026,0.00186939985818346,FALSE
"BOARD OF ELECTION POLL WORKERS",2021,43561,56,43617,0.00128390306531857,FALSE
"BOARD OF ELECTION POLL WORKERS",2022,35631,64,35695,0.00179296820282953,FALSE
"BOARD OF ELECTION POLL WORKERS",2023,29826,80,29906,0.0026750484852538,FALSE
"BOARD OF ELECTION POLL WORKERS",2024,30421,97,30518,0.00317845206107871,FALSE
"BOARD OF ELECTION POLL WORKERS",2025,36633,92,36725,0.00250510551395507,FALSE
"BOROUGH PRESIDENT-BRONX",2014,57,3,60,0.05,FALSE
"BOROUGH PRESIDENT-BRONX",2015,59,7,66,0.106060606060606,FALSE
"BOROUGH PRESIDENT-BRONX",2016,56,8,64,0.125,FALSE
"BOROUGH PRESIDENT-BRONX",2017,53,5,58,0.0862068965517241,FALSE
"BOROUGH PRESIDENT-BRONX",2018,52,6,58,0.103448275862069,FALSE
"BOROUGH PRESIDENT-BRONX",2019,55,10,65,0.153846153846154,FALSE
"BOROUGH PRESIDENT-BRONX",2020,54,8,62,0.129032258064516,FALSE
"BOROUGH PRESIDENT-BRONX",2021,51,6,57,0.105263157894737,FALSE
"BOROUGH PRESIDENT-BRONX",2022,53,20,73,0.273972602739726,FALSE
"BOROUGH PRESIDENT-BRONX",2023,55,20,75,0.266666666666667,FALSE
"BOROUGH PRESIDENT-BRONX",2024,58,14,72,0.194444444444444,FALSE
"BOROUGH PRESIDENT-BRONX",2025,57,12,69,0.173913043478261,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2014,60,21,81,0.259259259259259,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2015,66,38,104,0.365384615384615,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2016,69,7,76,0.0921052631578947,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2017,66,7,73,0.0958904109589041,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2018,67,7,74,0.0945945945945946,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2019,64,10,74,0.135135135135135,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2020,66,5,71,0.0704225352112676,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2021,66,3,69,0.0434782608695652,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2022,46,45,91,0.494505494505495,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2023,53,31,84,0.369047619047619,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2024,57,39,96,0.40625,FALSE
"BOROUGH PRESIDENT-BROOKLYN",2025,66,10,76,0.131578947368421,FALSE
"BOROUGH PRESIDENT-QUEENS",2014,57,16,73,0.219178082191781,FALSE
"BOROUGH PRESIDENT-QUEENS",2015,59,18,77,0.233766233766234,FALSE
"BOROUGH PRESIDENT-QUEENS",2016,58,10,68,0.147058823529412,FALSE
"BOROUGH PRESIDENT-QUEENS",2017,57,9,66,0.136363636363636,FALSE
"BOROUGH PRESIDENT-QUEENS",2018,56,9,65,0.138461538461538,FALSE
"BOROUGH PRESIDENT-QUEENS",2019,59,10,69,0.144927536231884,FALSE
"BOROUGH PRESIDENT-QUEENS",2020,55,12,67,0.17910447761194,FALSE
"BOROUGH PRESIDENT-QUEENS",2021,68,15,83,0.180722891566265,FALSE
"BOROUGH PRESIDENT-QUEENS",2022,64,16,80,0.2,FALSE
"BOROUGH PRESIDENT-QUEENS",2023,62,20,82,0.24390243902439,FALSE
"BOROUGH PRESIDENT-QUEENS",2024,63,13,76,0.171052631578947,FALSE
"BOROUGH PRESIDENT-QUEENS",2025,65,4,69,0.0579710144927536,FALSE
"BOROUGH PRESIDENT-STATEN IS",2014,40,43,83,0.518072289156627,FALSE
"BOROUGH PRESIDENT-STATEN IS",2015,40,11,51,0.215686274509804,FALSE
"BOROUGH PRESIDENT-STATEN IS",2016,42,5,47,0.106382978723404,FALSE
"BOROUGH PRESIDENT-STATEN IS",2017,46,0,46,0,FALSE
"BOROUGH PRESIDENT-STATEN IS",2018,46,3,49,0.0612244897959184,FALSE
"BOROUGH PRESIDENT-STATEN IS",2019,45,8,53,0.150943396226415,FALSE
"BOROUGH PRESIDENT-STATEN IS",2020,43,2,45,0.0444444444444444,FALSE
"BOROUGH PRESIDENT-STATEN IS",2021,39,5,44,0.113636363636364,FALSE
"BOROUGH PRESIDENT-STATEN IS",2022,36,13,49,0.26530612244898,FALSE
"BOROUGH PRESIDENT-STATEN IS",2023,37,16,53,0.30188679245283,FALSE
"BOROUGH PRESIDENT-STATEN IS",2024,36,9,45,0.2,FALSE
"BOROUGH PRESIDENT-STATEN IS",2025,37,7,44,0.159090909090909,FALSE
"BRONX COMMUNITY BOARD #1",2014,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #1",2015,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #1",2016,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #1",2017,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #1",2018,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #1",2019,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #1",2020,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #1",2021,1,1,2,,TRUE
"BRONX COMMUNITY BOARD #1",2022,1,1,2,,TRUE
"BRONX COMMUNITY BOARD #1",2023,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #1",2024,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #1",2025,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #10",2014,5,1,6,,TRUE
"BRONX COMMUNITY BOARD #10",2015,5,1,6,,TRUE
"BRONX COMMUNITY BOARD #10",2016,6,0,6,,TRUE
"BRONX COMMUNITY BOARD #10",2017,6,1,7,,TRUE
"BRONX COMMUNITY BOARD #10",2018,6,0,6,,TRUE
"BRONX COMMUNITY BOARD #10",2019,5,1,6,,TRUE
"BRONX COMMUNITY BOARD #10",2020,5,0,5,,TRUE
"BRONX COMMUNITY BOARD #10",2021,5,0,5,,TRUE
"BRONX COMMUNITY BOARD #10",2022,5,0,5,,TRUE
"BRONX COMMUNITY BOARD #10",2023,4,1,5,,TRUE
"BRONX COMMUNITY BOARD #10",2024,4,0,4,,TRUE
"BRONX COMMUNITY BOARD #10",2025,4,0,4,,TRUE
"BRONX COMMUNITY BOARD #11",2014,5,0,5,,TRUE
"BRONX COMMUNITY BOARD #11",2015,4,2,6,,TRUE
"BRONX COMMUNITY BOARD #11",2016,4,0,4,,TRUE
"BRONX COMMUNITY BOARD #11",2017,5,0,5,,TRUE
"BRONX COMMUNITY BOARD #11",2018,4,0,4,,TRUE
"BRONX COMMUNITY BOARD #11",2019,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #11",2020,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #11",2021,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #11",2022,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #11",2023,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #11",2024,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #11",2025,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #12",2014,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #12",2015,2,2,4,,TRUE
"BRONX COMMUNITY BOARD #12",2016,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #12",2017,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #12",2018,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #12",2019,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #12",2020,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #12",2021,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #12",2022,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #12",2023,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #12",2024,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #12",2025,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #2",2014,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #2",2015,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #2",2016,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #2",2017,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #2",2018,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #2",2019,3,2,5,,TRUE
"BRONX COMMUNITY BOARD #2",2020,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #2",2021,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #2",2022,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #2",2023,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #2",2024,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #2",2025,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #3",2014,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #3",2015,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #3",2016,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #3",2017,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #3",2018,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #3",2019,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #3",2020,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #3",2021,1,1,2,,TRUE
"BRONX COMMUNITY BOARD #3",2022,1,1,2,,TRUE
"BRONX COMMUNITY BOARD #3",2023,1,0,1,,TRUE
"BRONX COMMUNITY BOARD #3",2024,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #3",2025,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #4",2014,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #4",2015,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #4",2016,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #4",2017,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #4",2018,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #4",2019,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #4",2020,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #4",2021,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #4",2022,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #4",2023,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #4",2024,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #4",2025,2,2,4,,TRUE
"BRONX COMMUNITY BOARD #5",2014,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #5",2015,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #5",2016,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #5",2017,1,2,3,,TRUE
"BRONX COMMUNITY BOARD #5",2018,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #5",2019,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #5",2020,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #5",2021,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #5",2022,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #5",2023,2,2,4,,TRUE
"BRONX COMMUNITY BOARD #5",2024,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #5",2025,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #6",2014,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #6",2015,2,0,2,,TRUE
"BRONX COMMUNITY BOARD #6",2016,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #6",2017,2,2,4,,TRUE
"BRONX COMMUNITY BOARD #6",2018,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #6",2019,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #6",2020,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #6",2021,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #6",2022,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #6",2023,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #6",2024,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #6",2025,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #7",2014,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #7",2015,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #7",2016,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #7",2017,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #7",2018,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #7",2019,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #7",2020,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #7",2021,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #7",2022,3,2,5,,TRUE
"BRONX COMMUNITY BOARD #7",2023,1,4,5,,TRUE
"BRONX COMMUNITY BOARD #7",2024,3,2,5,,TRUE
"BRONX COMMUNITY BOARD #7",2025,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #8",2014,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #8",2015,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #8",2016,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #8",2017,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #8",2018,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #8",2019,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #8",2020,3,2,5,,TRUE
"BRONX COMMUNITY BOARD #8",2021,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #8",2022,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #8",2023,2,2,4,,TRUE
"BRONX COMMUNITY BOARD #8",2024,2,2,4,,TRUE
"BRONX COMMUNITY BOARD #8",2025,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #9",2014,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #9",2015,2,1,3,,TRUE
"BRONX COMMUNITY BOARD #9",2016,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #9",2017,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #9",2018,5,0,5,,TRUE
"BRONX COMMUNITY BOARD #9",2019,4,1,5,,TRUE
"BRONX COMMUNITY BOARD #9",2020,4,1,5,,TRUE
"BRONX COMMUNITY BOARD #9",2021,3,1,4,,TRUE
"BRONX COMMUNITY BOARD #9",2022,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #9",2023,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #9",2024,3,0,3,,TRUE
"BRONX COMMUNITY BOARD #9",2025,3,1,4,,TRUE
"BRONX DA",2014,810,114,924,0.123376623376623,FALSE
"BRONX DISTRICT ATTORNEY",2015,828,236,1064,0.221804511278195,FALSE
"BRONX DISTRICT ATTORNEY",2016,841,175,1016,0.172244094488189,FALSE
"BRONX DISTRICT ATTORNEY",2017,1005,178,1183,0.150464919695689,FALSE
"BRONX DISTRICT ATTORNEY",2018,1002,220,1222,0.180032733224223,FALSE
"BRONX DISTRICT ATTORNEY",2019,1106,257,1363,0.188554658840792,FALSE
"BRONX DISTRICT ATTORNEY",2020,1039,252,1291,0.195197521301317,FALSE
"BRONX DISTRICT ATTORNEY",2021,1034,195,1229,0.1586655817738,FALSE
"BRONX DISTRICT ATTORNEY",2022,960,339,1299,0.260969976905312,FALSE
"BRONX DISTRICT ATTORNEY",2023,1081,368,1449,0.253968253968254,FALSE
"BRONX DISTRICT ATTORNEY",2024,1132,345,1477,0.233581584292485,FALSE
"BRONX DISTRICT ATTORNEY",2025,1265,308,1573,0.195804195804196,FALSE
"BROOKLYN COMMUNITY BOARD #1",2014,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2015,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2016,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2017,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2018,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2019,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2020,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2021,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2022,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2023,2,1,3,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2024,2,3,5,,TRUE
"BROOKLYN COMMUNITY BOARD #1",2025,3,2,5,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2014,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2015,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2016,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2017,2,1,3,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2018,5,1,6,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2019,4,3,7,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2020,4,1,5,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2021,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2022,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2023,3,2,5,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2024,4,1,5,,TRUE
"BROOKLYN COMMUNITY BOARD #10",2025,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2014,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2015,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2016,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2017,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2018,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2019,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2020,2,1,3,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2021,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2022,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2023,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2024,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2025,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2014,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2015,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2016,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2017,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2018,2,1,3,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2019,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2020,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2021,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2022,2,1,3,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2023,2,0,2,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2024,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2025,2,0,2,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2014,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2015,2,1,3,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2016,3,2,5,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2017,4,1,5,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2018,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2019,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2020,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2021,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2022,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2023,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2024,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2025,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2014,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2015,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2016,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2017,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2018,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2019,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2020,2,0,2,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2021,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2022,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2023,3,2,5,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2024,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2025,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2014,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2015,3,2,5,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2016,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2017,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2018,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2019,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2020,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2021,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2022,2,0,2,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2023,2,1,3,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2024,1,1,2,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2025,2,0,2,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2014,2,0,2,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2015,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2016,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2017,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2018,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2019,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2020,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2021,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2022,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2023,2,1,3,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2024,2,1,3,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2025,2,1,3,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2014,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2015,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2016,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2017,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2018,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2019,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2020,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2021,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2022,3,1,4,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2023,4,0,4,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2024,3,2,5,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2025,3,0,3,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2014,3,0,3,,TRUE
